PG.ProteinAccessions,PG.Genes,PG.ProteinNames,[1] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-1.htrms.PG.Quantity,[2] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-2.htrms.PG.Quantity,[3] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-3.htrms.PG.Quantity,[4] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-4.htrms.PG.Quantity,[5] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-5.htrms.PG.Quantity,[6] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-6.htrms.PG.Quantity,[7] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-7.htrms.PG.Quantity,[8] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-8.htrms.PG.Quantity,[9] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-9.htrms.PG.Quantity,[10] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-10.htrms.PG.Quantity,[11] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-11.htrms.PG.Quantity,[12] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-12.htrms.PG.Quantity,[13] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-13.htrms.PG.Quantity,[14] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-14.htrms.PG.Quantity,[15] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-15.htrms.PG.Quantity,[16] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-16.htrms.PG.Quantity,[17] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-17.htrms.PG.Quantity,[18] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-18.htrms.PG.Quantity,[19] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-19.htrms.PG.Quantity,[20] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-19b.htrms.PG.Quantity,[21] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-20.htrms.PG.Quantity,[22] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-21.htrms.PG.Quantity,[23] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-22.htrms.PG.Quantity,[24] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-23.htrms.PG.Quantity,[25] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-24.htrms.PG.Quantity,[26] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-25.htrms.PG.Quantity,[27] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-26.htrms.PG.Quantity,[28] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-27.htrms.PG.Quantity,[29] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-28.htrms.PG.Quantity,[30] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-29.htrms.PG.Quantity,[31] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-29b.htrms.PG.Quantity,[32] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-30.htrms.PG.Quantity,[33] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-31.htrms.PG.Quantity,[34] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-32.htrms.PG.Quantity,[35] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-33.htrms.PG.Quantity,[36] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-34.htrms.PG.Quantity,[37] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-35.htrms.PG.Quantity,[38] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-36.htrms.PG.Quantity,[39] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-37.htrms.PG.Quantity,[40] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-38.htrms.PG.Quantity,[41] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-39.htrms.PG.Quantity,[42] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-40.htrms.PG.Quantity
P07911,UMOD,UROM_HUMAN,86812.3359375,51806.12109375,35153.4375,,109446.7109375,36246.44921875,45851.71875,62351.4765625,71745.203125,36046.4921875,20014.330078125,29427.66015625,18084.89453125,23474.146484375,35326.08203125,14948.25390625,10330.7109375,13158.59765625,22472.978515625,,,21917.83984375,13373.4892578125,16783.998046875,9382.40625,63051.5546875,19049.734375,13225.6962890625,,17452.943359375,21560.58984375,13258.4052734375,28837.796875,1.97431910037994,10624.4365234375,19344.712890625,,22586.333984375,25294.474609375,,18703.625,29395.8359375
P07942,LAMB1,LAMB1_HUMAN,56906.0390625,61442.53515625,42557.328125,65444.453125,73017.0,35752.5,48705.23828125,47071.54296875,55656.21484375,26230.5390625,34621.12109375,50222.87890625,55717.78125,31464.44921875,43116.1484375,44709.8515625,50834.87109375,53922.6875,63450.953125,76299.2578125,29867.490234375,47439.21875,30958.40625,48436.07421875,43638.45703125,41543.9375,32462.5625,43306.2890625,44392.421875,49730.35546875,65388.27734375,53320.2734375,65779.7265625,50807.921875,59187.63671875,57326.9921875,38916.00390625,55014.31640625,63961.9375,75196.390625,75407.3671875,47183.58984375
P07996,THBS1,TSP1_HUMAN,819108.0625,2076067.375,397229.6875,490301.875,649416.25,422649.03125,477204.40625,643379.125,951765.4375,187956.0,723427.3125,2466146.5,697246.375,579807.625,707849.0,1191086.625,626337.625,915688.8125,3152470.5,2295415.75,491385.875,486818.59375,572737.375,931367.8125,1065479.125,820175.25,707239.875,620700.5,761792.5625,557025.375,632141.375,882729.3125,533993.375,1431477.5,1483973.75,2504940.25,897619.375,1223041.25,1206342.125,2632234.0,456905.625,1582561.125
P07998,RNASE1,RNAS1_HUMAN,16917.642578125,13874.806640625,42369.87109375,10534.619140625,19184.76953125,14165.15625,15452.7607421875,12298.1708984375,21469.669921875,8437.7236328125,13587.38671875,18829.724609375,27776.48046875,14984.27734375,12406.931640625,14049.1455078125,22324.08984375,17440.015625,15460.2919921875,21861.16796875,7228.64892578125,12969.828125,16724.15625,30444.5234375,16646.216796875,18223.52734375,27028.625,23222.08984375,41331.1875,10649.306640625,9005.7548828125,46069.0234375,34224.859375,24640.609375,28279.44921875,10886.3125,11039.62890625,17733.83203125,9228.9208984375,14485.12890625,10887.345703125,11371.7490234375
P08185,SERPINA6,CBG_HUMAN,2914488.25,2700767.75,2332525.25,12100425.0,2750679.0,8005713.0,2061856.5,1995001.625,1939617.75,1014874.5,1341583.5,1816037.75,1710073.125,2072734.625,1807107.0,1171478.25,1525680.5,1448022.375,1625111.125,1542331.625,1206625.5,2087903.0,1472619.125,2198634.25,1309330.75,1374365.25,1291857.75,1469164.375,1489175.0,1802272.75,1687783.375,1143616.0,1663277.0,2274574.5,2261244.5,1703832.0,1462537.0,1462703.875,1585366.75,2822782.5,1934202.375,2110616.0
P08195,SLC3A2,4F2_HUMAN,177155.203125,165470.375,67971.03125,121455.625,114509.09375,85571.25,126752.7734375,84145.0859375,97017.6171875,50234.421875,54989.5,54604.08203125,52826.0390625,52156.515625,48259.48046875,60253.5625,63494.94921875,59379.4765625,87496.984375,70810.328125,30155.587890625,44383.9140625,46883.3671875,59689.4140625,38842.0703125,38233.75390625,53351.015625,50919.7890625,53838.890625,78324.96875,72192.265625,41161.87109375,79028.140625,63354.1484375,79326.0859375,91857.1015625,35090.34765625,66801.3203125,77961.15625,56140.24609375,81335.421875,47016.81640625
P08238,HSP90AB1,HS90B_HUMAN,34986.24609375,27770.9453125,14612.7861328125,15528.9453125,27816.240234375,,,8729.9306640625,,14038.873046875,25077.150390625,12654.8935546875,,8317.8095703125,18236.416015625,,16410.31640625,17410.373046875,,15903.939453125,,17099.3828125,9621.4033203125,23639.904296875,68882.0,14485.060546875,17986.40625,13719.369140625,23474.208984375,,,10455.2177734375,12875.724609375,,20830.541015625,,12897.240234375,12811.625,11315.5654296875,,13436.15625,39272.06640625
P08253,MMP2,MMP2_HUMAN,152262.734375,146037.015625,104203.421875,122591.078125,169559.09375,128780.703125,150454.625,174854.390625,185205.21875,84486.7890625,73699.96875,127671.3984375,113230.78125,87767.203125,101131.5390625,72652.25,84298.234375,86721.921875,126849.0859375,102328.53125,41357.71484375,88266.7734375,82162.9921875,109220.984375,123930.578125,89707.15625,72232.6875,76436.1484375,105244.3203125,117609.234375,113386.5234375,132391.5625,151641.40625,110679.2265625,124429.2734375,139719.671875,77624.078125,80788.6484375,101968.2109375,173392.640625,120262.9765625,131279.78125
P08294,SOD3,SODE_HUMAN,242276.71875,223855.953125,177188.53125,286442.875,3140423.0,143342.875,192606.3125,300670.46875,273515.09375,155902.328125,132243.453125,194098.53125,390321.5625,254432.078125,215273.8125,191141.78125,250734.140625,237620.3125,211175.0,230917.9375,140535.0625,266113.1875,192419.21875,346156.15625,169977.84375,181545.78125,191324.828125,1387736.0,228670.0625,161890.59375,231695.296875,297684.71875,283031.8125,122152.609375,270943.5,254406.078125,174183.15625,223428.296875,210930.65625,239532.890625,185992.65625,213507.078125
P08493,MGP,MGP_HUMAN,1.0,7662.94140625,624319.9375,,,,277278.03125,214098.84375,,164049.59375,264104.65625,74131.296875,251320.34375,363814.5,12631.1484375,,71364.7734375,275576.9375,144113.40625,203648.34375,240868.5625,1305.06213378906,118804.7578125,119693.0234375,78682.046875,10370.20703125,225550.15625,10577.7587890625,134464.421875,81037.2109375,80336.8984375,221937.546875,78441.828125,,2458.80859375,106845.8984375,155999.90625,3942.21826171875,,107545.0390625,1874.94921875,72840.3046875
P08519,LPA,APOA_HUMAN,3175664.75,43395.3046875,1785180.25,1604028.5,3674654.0,1435057.0,5520531.0,1105613.75,1335399.0,1023894.3125,1383673.75,5520484.5,2218311.0,6073165.5,2456135.5,1833094.5,2116441.25,93620.15625,2938842.0,1530764.25,1220465.0,819920.375,1341203.25,2409381.75,1270712.0,2335940.0,2052748.25,1076294.0,322911.40625,1875337.125,2134056.25,1525698.875,11721734.0,714544.3125,1906757.625,2810042.75,1269471.0,2554747.75,929629.3125,15805023.0,5037729.0,1294401.75
P08567,PLEK,PLEK_HUMAN,6852.49072265625,72265.015625,,,,,4968.90478515625,5814.7919921875,3057.54565429688,,9034.4072265625,6994.287109375,,,,4269.53076171875,14336.404296875,,,,8222.80859375,,,,,26866.482421875,14676.9248046875,2467.5244140625,3532.14990234375,,,3486.80737304688,,29428.23828125,,2907.17041015625,1759.74169921875,17400.14453125,12579.88671875,,,2713.99877929688
P08571,CD14,CD14_HUMAN,1859743.5,1520959.875,1417654.25,1067355.25,1599886.75,1065915.5,1612361.75,1302976.125,1305931.375,804372.375,1523098.5,1055550.125,1186314.5,1152256.375,762781.0625,917718.8125,1110593.125,994770.375,1524502.25,1542023.0,981906.5,661721.0625,654760.125,902232.5625,717443.875,1257947.75,711823.75,1174002.0,1345637.75,896951.1875,787729.9375,1682866.5,1372126.125,1700449.5,1315214.375,1480904.75,1091310.0,1239411.0,1507447.125,835987.3125,860197.9375,1153570.125
P08581,MET,MET_HUMAN,33483.3515625,12199.40234375,18337.33984375,23987.078125,22133.85546875,20919.693359375,24783.119140625,17628.134765625,7519.83251953125,12650.576171875,19620.140625,18756.37890625,26738.771484375,10744.79296875,19158.3515625,9383.66015625,16160.046875,23487.265625,21292.5390625,11779.169921875,,20577.208984375,14813.548828125,28879.626953125,15052.9169921875,16272.970703125,15248.7294921875,18322.7265625,18454.564453125,7421.9052734375,22198.345703125,16170.5859375,20288.91015625,17567.904296875,13761.892578125,5731.671875,4469.83935546875,10106.0791015625,8557.998046875,19250.560546875,9930.1787109375,26250.6015625
P08603,CFH,CFAH_HUMAN,107884560.0,79719416.0,67567720.0,82078240.0,68509440.0,54406380.0,63750812.0,66630692.0,82325224.0,33654404.0,86926120.0,52694088.0,70130976.0,95802336.0,59179324.0,59704692.0,80182808.0,68313896.0,70885000.0,66765072.0,52905480.0,68288352.0,47508544.0,62364840.0,51602140.0,53015344.0,51564896.0,54402324.0,79993744.0,63708964.0,60083268.0,43508536.0,59702824.0,111322904.0,91805888.0,76173744.0,47101280.0,91418520.0,57229548.0,72451776.0,61310716.0,54555356.0
P08637,FCGR3A,FCG3A_HUMAN,435218.90625,929505.875,368969.5,258536.59375,669714.0625,515479.3125,474157.0,288107.9375,637153.9375,145678.765625,521252.375,434107.0,395960.96875,415075.15625,392115.4375,284337.28125,264329.5625,727370.125,877947.3125,725820.375,456686.9375,320614.4375,305836.59375,276125.375,127709.640625,465076.03125,464085.0625,402638.53125,312883.8125,384598.5625,381713.28125,276283.21875,353585.15625,228076.703125,248825.515625,633751.625,512861.8125,263964.3125,647140.5625,605689.75,567090.25,327360.0
P08697,SERPINF2,A2AP_HUMAN,69992608.0,45682036.0,46374312.0,50269376.0,63767680.0,40491848.0,45534620.0,45174580.0,57558148.0,29750538.0,41898440.0,39648704.0,37533608.0,38579380.0,32428826.0,24863784.0,34585556.0,33013974.0,39728456.0,45209964.0,33156634.0,29748426.0,26844518.0,28595374.0,27068470.0,37006240.0,26193654.0,33426926.0,44727992.0,27762934.0,37555448.0,20068670.0,20822584.0,37221760.0,43302524.0,28618718.0,26576522.0,38017524.0,36348784.0,22168136.0,20612478.0,25620248.0
P08709,F7,FA7_HUMAN,381751.78125,310688.78125,96519.6328125,394698.40625,90101.1796875,333468.9375,253989.6875,194283.1875,266843.28125,159835.578125,196347.90625,112986.8203125,160742.15625,206699.0,170101.015625,126540.0625,83821.25,173901.71875,136582.5625,39344.76953125,235487.453125,140794.328125,136769.8125,224688.90625,92263.109375,232031.3125,169969.265625,101180.4375,216921.65625,57008.83984375,41984.8046875,92595.703125,120415.65625,48342.09375,230102.765625,216651.25,112186.703125,284531.75,240168.71875,79654.6953125,61807.55859375,200582.34375
P08727,KRT19,K1C19_HUMAN,72294.5390625,109886.46875,783357.6875,46923.34765625,157437.28125,1619257.5,84588.78125,418849.9375,140057.4375,2319093.75,156939.671875,370650.65625,395556.53125,366735.625,166345.9375,726430.125,581340.25,371886.5,332116.8125,431335.5,1056406.75,351172.875,2049182.0,276144.4375,1512773.875,113759.078125,886688.5,884587.3125,252790.546875,309540.59375,363312.875,871688.6875,337952.28125,77759.4921875,58199.046875,36582.66015625,632760.9375,92388.2890625,153305.171875,37293.0625,98306.65625,631495.625
P08779,KRT16,K1C16_HUMAN,278431.65625,391473.875,2519643.5,287784.9375,1294149.875,6502018.5,538925.875,1783785.0,640270.75,10461651.0,211714.09375,858081.375,1584117.125,1633367.375,505834.4375,2845417.5,1373277.125,1334471.875,1665084.125,1599234.125,3114322.5,1303675.25,11018359.0,863229.8125,3568117.75,361140.03125,3725799.5,3349912.25,668479.3125,1803201.125,1728655.5,3673967.25,794597.125,368402.4375,184759.828125,163583.953125,3247584.25,407661.75,783913.125,107250.8984375,547285.9375,1615122.0
P08833,IGFBP1,IBP1_HUMAN,,,,205218.546875,,55191.984375,26425.828125,34627.890625,44244.99609375,,,,30197.2109375,,68547.9140625,,,,149192.234375,114346.4140625,12857.5107421875,,14896.7802734375,,29867.927734375,,,38953.2734375,,,,,81695.3046875,,,21204.462890625,,,,54933.5859375,,98684.75
P09172,DBH,DOPO_HUMAN,575499.8125,1123853.375,360743.78125,846072.5625,782807.6875,195113.34375,400547.21875,176932.140625,782684.5625,126431.6875,336965.40625,60416.35546875,252113.03125,280362.9375,87063.7890625,170702.171875,339822.9375,124702.859375,1314236.125,819798.3125,162793.046875,206491.390625,81684.125,158505.625,159981.96875,168161.109375,92039.09375,192992.4375,476024.5,1018072.875,1064072.375,211183.0,52024.0546875,59623.6953125,670145.8125,184690.890625,237500.03125,290794.875,168080.90625,941262.3125,330221.59375,476032.8125
P09211,GSTP1,GSTP1_HUMAN,28515.6875,63186.71875,44281.015625,,16216.568359375,54020.8671875,20353.833984375,40575.671875,28459.26953125,135316.515625,25431.3046875,44233.86328125,35979.7890625,35887.19140625,,63689.8515625,45648.27734375,21682.958984375,33280.6171875,26903.8984375,35911.21875,28811.0,32084.45703125,26951.28515625,157950.25,38750.79296875,29151.533203125,27829.779296875,23387.236328125,25066.68359375,17895.984375,89868.84375,25220.05078125,30729.1796875,,,28317.69140625,23845.8671875,23113.607421875,21006.41015625,,151829.265625
P09486,SPARC,SPRC_HUMAN,94703.546875,193364.40625,19133.876953125,56286.64453125,65378.70703125,34281.625,89307.84375,81526.5390625,68105.21875,31668.39453125,61087.91796875,120707.265625,40443.88671875,65642.4453125,101662.6328125,114768.9296875,45362.453125,123976.890625,217572.546875,178642.1875,62408.73046875,56722.81640625,75917.234375,108737.6796875,124693.5859375,49390.140625,53522.13671875,39539.59765625,56793.03515625,49949.734375,77345.625,87500.640625,62079.28125,78645.15625,220780.578125,313866.71875,124419.9765625,77146.40625,139918.578125,190875.640625,32982.515625,125831.4296875
P09619,PDGFRB,PGFRB_HUMAN,27403.8046875,28059.8515625,29619.474609375,26129.955078125,18863.806640625,,23678.49609375,17702.4453125,,15107.08984375,14197.5244140625,20181.125,,13643.26953125,23212.025390625,15480.5537109375,13203.2373046875,21484.392578125,18176.80078125,13743.4482421875,9124.9384765625,7928.0595703125,18183.171875,20440.8671875,,9237.76171875,20495.275390625,,1.0,23142.11328125,16705.640625,,21315.154296875,14673.587890625,20066.283203125,8028.26318359375,6832.01953125,17211.60546875,11073.4248046875,16023.1689453125,17221.33984375,6412.1865234375
P09668,CTSH,CATH_HUMAN,30066.669921875,,24333.82421875,17502.205078125,26842.15625,20592.546875,,10505.041015625,,21380.38671875,31202.666015625,15898.19140625,,15650.89453125,,,8162.544921875,29992.986328125,,,,13492.9140625,,8671.91796875,16502.41796875,19759.7421875,11805.263671875,,28978.44140625,,13066.078125,16055.978515625,10368.4306640625,,17659.958984375,,14876.02734375,,32398.76953125,,13943.9150390625,
P09871,C1S,C1S_HUMAN,32765002.0,27015406.0,20654806.0,25043200.0,25017536.0,15355586.0,28441018.0,20368188.0,29105258.0,14617495.0,23576236.0,20832886.0,20910902.0,23456320.0,19103688.0,15232644.0,19711780.0,9501602.0,21695676.0,25079660.0,17978676.0,24668756.0,16686562.0,18817854.0,16181945.0,23714186.0,15675478.0,19129880.0,20691492.0,9269900.0,17769876.0,14415549.0,20575450.0,23528928.0,23928444.0,20087122.0,11432073.0,22727086.0,18630492.0,23735480.0,18475072.0,17724840.0
P09972,ALDOC,ALDOC_HUMAN,30471.484375,28692.998046875,10340.9580078125,,,18648.505859375,24872.46875,16834.91015625,22758.365234375,18987.23046875,17643.46484375,22697.912109375,,,23700.76171875,12039.771484375,23488.39453125,13985.01171875,20761.11328125,,15865.2138671875,,10879.7353515625,,24659.0859375,31740.541015625,12486.3076171875,,9303.7392578125,9081.099609375,,21327.390625,9626.5048828125,23296.064453125,11354.783203125,,22644.294921875,,15175.2294921875,29233.13671875,,41152.8671875
P0C0L4,C4A,CO4A_HUMAN,108625024.0,54282816.0,68705600.0,75336024.0,42253728.0,68230416.0,55697800.0,68193016.0,48690840.0,24345550.0,139413120.0,70577128.0,66683028.0,109747808.0,87812784.0,72824872.0,67106288.0,60113684.0,73645664.0,54429064.0,57921196.0,77250784.0,75514504.0,58040672.0,44870136.0,66984492.0,82626536.0,45893212.0,104981752.0,68261872.0,62089736.0,54455348.0,32457178.0,100747872.0,105229576.0,81047680.0,78828016.0,101298704.0,58148856.0,77860176.0,38155780.0,33024728.0
P0C0L5,C4B,CO4B_HUMAN,13542371.0,3234669.0,4866797.0,3352037.5,2569010.5,7073211.0,2811628.5,5547704.5,3175512.25,2367122.25,7530962.0,7227813.0,3221671.0,7063967.0,8584738.0,4282154.5,3618783.75,3370098.25,3055922.75,2416356.0,5806554.0,4039074.75,7697625.0,3068301.25,2350607.5,4509598.0,6246929.0,3356336.25,7712378.0,2434812.25,2291676.75,3735361.75,2406987.5,10080311.0,7391357.5,4944741.0,5353565.0,4658435.5,4419997.5,4704959.0,2555238.0,3252365.75
P0C7H8;Q9BYR9;Q9BYT5;Q9BYU5,KRTAP2-3;KRTAP2-4;KRTAP2-2;KRTAP2-1,KRA23_HUMAN;KRA24_HUMAN;KRA22_HUMAN;KRA21_HUMAN,,,11459.189453125,,,15494.1376953125,,,,15402.7412109375,,,23002.470703125,26789.431640625,11510.3642578125,,,,,,,,8414.6611328125,,,,,17053.20703125,,,,14128.7275390625,,,,,14974.7119140625,,,,,
P0CG47;P0CG48;P62979;P62987,UBB;UBC;RPS27A;UBA52,UBB_HUMAN;UBC_HUMAN;RS27A_HUMAN;RL40_HUMAN,157683.09375,119855.9453125,511558.03125,85958.375,159966.796875,635268.375,161602.40625,294294.34375,182438.5625,861504.125,773711.375,602515.25,410809.03125,255625.390625,216365.6875,327594.90625,704293.375,320992.25,260284.140625,297179.65625,274914.8125,194371.28125,431392.09375,193736.625,1061544.5,239907.015625,311728.25,325302.28125,199903.140625,169456.5,215928.84375,697671.375,383733.0,542664.1875,198682.765625,156371.25,507776.09375,169614.078125,277397.75,158280.96875,122910.6640625,514213.3125
P0DJI8;P0DJI9,SAA1;SAA2,SAA1_HUMAN;SAA2_HUMAN,52804.85546875,28433.45703125,25992.83203125,31741.591796875,26387.462890625,65760.3515625,63992.63671875,56755.09765625,29629.689453125,,41714.72265625,17431.5078125,30922.072265625,24682.76953125,22925.486328125,36433.8515625,23721.869140625,36199.78515625,39759.54296875,18957.556640625,17708.302734375,15765.3916015625,19703.484375,38228.2734375,,,20940.791015625,19122.421875,9755.298828125,23986.505859375,19131.84765625,19499.384765625,13578.5537109375,329351.1875,57381.55078125,31502.267578125,25917.11328125,19806.10546875,38046.421875,51893.5625,131220.984375,51140.28515625
P0DMV8;P0DMV9,HSPA1A;HSPA1B,HS71A_HUMAN;HS71B_HUMAN,,35147.41796875,,,,,,,,22355.728515625,80287.8046875,87170.015625,38698.49609375,,,,49917.67578125,,,,,,,,159775.625,85233.203125,19378.134765625,,,,,8863.169921875,,73083.21875,,,1.0,54064.89453125,,,,133483.0625
P0DOY2;P0DOY3,IGLC2;IGLC3,IGLC2_HUMAN;IGLC3_HUMAN,169379.0625,112656.96875,247577.546875,54443.48828125,170430.421875,88298.390625,203837.53125,78498.96875,456128.03125,216850.171875,161522.4375,185064.625,155095.828125,123646.625,93210.6875,218473.1875,157131.34375,112380.578125,79806.046875,82485.1640625,83786.109375,109509.8828125,81686.0390625,129503.78125,194303.640625,132974.421875,148180.15625,236681.71875,255150.046875,81873.125,91460.3203125,183117.625,296460.84375,251802.65625,189083.859375,216314.703125,106378.390625,274354.46875,127921.1875,144156.703125,82472.1796875,122683.421875
P0DP23;P0DP24;P0DP25,CALM1;CALM2;CALM3,CALM1_HUMAN;CALM2_HUMAN;CALM3_HUMAN,,18258.3515625,,,,4269.892578125,,25383.1953125,,23666.548828125,28144.095703125,59528.2578125,,,5560.74560546875,2432.91357421875,26529.294921875,21225.79296875,,39509.96875,25218.734375,,24779.2109375,,52075.93359375,15638.3759765625,7328.75244140625,,,,28798.767578125,7864.04345703125,,75426.765625,6311.458984375,39017.40234375,37002.46875,28308.62109375,6133.6708984375,,19767.767578125,61953.796875
P10124,SRGN,SRGN_HUMAN,10484.9912109375,13103.8798828125,,,,,,,6791.40283203125,,19878.0,29754.3203125,24210.037109375,18778.046875,9799.4033203125,28512.375,11512.361328125,15638.048828125,27684.30859375,27302.046875,,11895.5205078125,17359.4609375,22371.3125,25137.537109375,19260.775390625,18236.3203125,14901.509765625,,,,,,22926.99609375,25487.544921875,37704.59765625,24195.25,11721.7197265625,13995.3876953125,26935.578125,,14710.369140625
P10319;P30491;P30685,HLA-B,1B58_HUMAN;1B53_HUMAN;1B35_HUMAN,167275.0,50768.6484375,74387.265625,40187.16796875,,111983.5234375,72553.40625,,113034.2578125,25719.6640625,72384.8046875,120233.640625,,4518.6240234375,4550.572265625,,,,40286.625,7483.08056640625,30451.767578125,32687.693359375,6829.15234375,110866.6875,88620.4296875,7915.109375,76549.1171875,12918.5712890625,103755.2578125,45805.484375,40463.87890625,108583.5546875,22995.96484375,,222007.609375,44324.83203125,118481.40625,,,4825.8232421875,11938.623046875,9922.7314453125
P10451,SPP1,OSTP_HUMAN,8030.48828125,9525.2939453125,7806.9716796875,,16041.345703125,,,7425.365234375,11763.4619140625,,,,,2841.36352539063,12348.9931640625,,,,,,,,6352.92822265625,,,,,13889.15234375,,,,,,,,,,,14823.2451171875,,,16098.3818359375
P10586,PTPRF,PTPRF_HUMAN,69222.328125,30077.04296875,29532.55859375,47946.03515625,43366.9453125,,65091.66015625,54284.6796875,21531.31640625,24964.173828125,62114.55859375,47421.81640625,57958.4921875,46743.12109375,30005.171875,30514.205078125,59816.5625,56335.44140625,55300.0390625,66312.8046875,31221.87890625,39642.78515625,26163.826171875,65112.36328125,73774.046875,64009.56640625,48502.234375,40675.12109375,112266.4375,44595.953125,40978.671875,36633.2578125,51214.56640625,62515.8046875,65625.9453125,65230.8984375,47607.41796875,67314.25,30861.345703125,47176.70703125,34892.7109375,31931.505859375
P10599,TXN,THIO_HUMAN,,6770.8486328125,76401.359375,,,192619.09375,,30317.380859375,,261507.90625,,21197.4375,11328.81640625,19643.490234375,,68290.640625,26807.787109375,42518.65625,40687.68359375,73930.890625,113337.734375,33930.9375,101682.171875,,93913.328125,,14852.5791015625,71631.4140625,,19018.607421875,51886.61328125,80789.6953125,14506.126953125,,,10925.07421875,83766.953125,,,,,25533.189453125
P10643,C7,CO7_HUMAN,9246586.0,11704682.0,7378447.5,9631061.0,11356580.0,5709083.5,7137544.0,7328831.0,9035762.0,3584564.0,4894224.5,5852471.5,8097213.0,7592157.0,5630967.0,6438932.5,6284672.0,5379497.0,6942888.5,6997842.5,4911296.0,6463674.5,4909136.5,6511226.0,5898427.0,5755318.0,4982480.0,4369170.5,7439421.5,6288196.0,6182403.5,6398631.5,9908050.0,6250707.0,17305550.0,7358311.0,5535548.5,9835656.0,8797490.0,11813767.0,7637171.0,8989177.0
P10645,CHGA,CMGA_HUMAN,1.0,3868.6552734375,4930.1962890625,,4880.77978515625,2353.05908203125,2415.62158203125,1280.017578125,11070.21875,33024.26953125,4947.05322265625,4040.06982421875,9824.6484375,19148.21875,12924.5048828125,4401.3017578125,,8353.8974609375,16390.5703125,17049.1953125,1342.69030761719,,3898.26635742188,11287.5634765625,1029.40258789063,15501.1455078125,5816.18994140625,1449.64770507813,18915.7109375,810.179748535156,1145.57653808594,12504.421875,22936.59765625,7386.8046875,41689.0390625,1559.47473144531,2407.80200195313,23915.548828125,13213.724609375,5251.08740234375,16476.255859375,27385.0703125
P10720,PF4V1,PF4V_HUMAN,1741804.5,5300869.0,1246859.375,1176383.75,1891333.0,1150320.5,1127639.25,1899729.75,1978869.75,412389.0,1340697.375,3553715.5,1803514.125,1464049.5,2240284.5,4444925.0,1723531.875,2313047.75,4684738.0,4901380.5,724826.375,1344650.25,1851338.25,2231712.0,3661047.75,1570636.625,1331475.75,1145092.125,1915040.375,1020313.6875,1184616.75,2653341.25,871942.75,1989064.75,4458751.0,7871818.0,2052794.875,2985162.0,4111005.0,4430939.5,769254.9375,3156358.5
P10721,KIT,KIT_HUMAN,162632.984375,213093.4375,77490.734375,160620.8125,226634.8125,52527.59765625,182066.8125,125239.296875,187272.59375,67140.2109375,59887.96484375,123129.5625,76577.1484375,57116.71484375,90334.1953125,58664.453125,71141.59375,95119.140625,110350.734375,116622.546875,43176.65625,74179.1640625,46879.22265625,95154.5,53100.51953125,71831.0546875,65795.28125,82530.03125,47972.59765625,100481.515625,98016.6953125,42785.27734375,72476.2578125,83967.3125,79576.546875,91056.8984375,75918.9375,61031.1171875,58377.5625,146385.59375,58711.265625,59861.609375
